,Compound,Date,Negative,Neutral,Positive,Tweet,User
305,0.0,2018-06-14 21:35:19,1.0,0.0,0.0,The FBI holds a news conference on the DOJ watchdog's report on the Hillary Clinton email probe. Watch CNN:… https://t.co/irhwASCYFN,CNN
306,0.5267,2018-06-14 21:35:37,0.833,0.0,0.167,RT @CNNMoney: JUST IN: The Justice Department will not seek a stay in the AT&amp;T-Time Warner case https://t.co/BZgqsQho1m https://t.co/f42IL9…,CNN
307,0.1548,2018-06-14 21:36:46,0.805,0.084,0.11,"FBI Director Christopher Wray on IG report: ""I take this report very seriously and we accept its findings and recom… https://t.co/U1fsKWVNXa",FoxNews
308,0.3818,2018-06-14 21:38:04,0.867,0.0,0.133,"FBI Director Christopher Wray: ""The FBI's mission is to protect the American people and uphold the Constitution.""… https://t.co/d4IWjBSW7s",FoxNews
309,-0.7964,2018-06-14 21:38:04,0.664,0.336,0.0,"She often harbored suicidal thoughts. Now, this teen is using technology to fight them. https://t.co/jWlnuCmSf2 https://t.co/AxQSbStZG2",CNN
310,0.0,2018-06-14 21:39:34,1.0,0.0,0.0,"RT @CNNSitRoom: “Returning a salute is not the same as saluting someone, you always return a salute given to you,” Rep. Issa says about Tru…",CNN
311,-0.1027,2018-06-14 21:40:07,0.924,0.076,0.0,"FBI Director Christopher Wray: ""This report did not find any evidence of political bias or improper considerations… https://t.co/lFoqTR9TXD",FoxNews
312,0.0,2018-06-14 21:42:00,1.0,0.0,0.0,"FBI Director Christopher Wray: ""We need to hold ourselves accountable for the choices we make and the work we do."" https://t.co/YnOXxQhpQT",FoxNews
313,-0.7845,2018-06-14 21:42:22,0.669,0.331,0.0,"FBI Director Christopher Wray: ""The report does identify errors of judgment, violations of or even disregard for po… https://t.co/5cuXO23LXg",FoxNews
314,-0.1027,2018-06-14 21:44:53,0.931,0.069,0.0,FBI Director Christopher Wray says the inspector general report “did not find any evidence of political bias or imp… https://t.co/8rdUKwLf0S,CNN
315,-0.4215,2018-06-14 21:45:08,0.797,0.203,0.0,Rallies protesting immigrant family separations will take place across US https://t.co/Gqj2wiCcl2 https://t.co/WnREMfxxyb,CNN
316,-0.4678,2018-06-14 21:46:29,0.845,0.155,0.0,"RT @CNNSitRoom: The IG is right to condemn the ""astonishingly bad judgment"" by a few of the FBI employees, but the report is an ""exoneratio…",CNN
317,0.6597,2018-06-14 21:47:04,0.779,0.0,0.221,This week's primaries showed just how much the Republican Party has become the party of Trump and that its politici… https://t.co/YmL7PBRx3o,nytimes
318,0.6597,2018-06-14 21:47:04,0.779,0.0,0.221,This week's primaries showed just how much the Republican Party has become the party of Trump and that its politici… https://t.co/YmL7PBRx3o,nytimes
319,-0.8225,2018-06-14 21:48:00,0.703,0.297,0.0,"FBI Director Christopher Wray on the FBI: ""Just in the past several months, we've disrupted terrorist attacks in pl… https://t.co/uth2aaj436",FoxNews
320,0.3182,2018-06-14 21:49:11,0.887,0.0,0.113,"FBI Director Christopher Wray on IG report: ""We're gonna make sure that every FBI employee understands the lessons… https://t.co/XvUtOEew9G",FoxNews
321,0.0,2018-06-14 21:50:36,1.0,0.0,0.0,"FBI Director Christopher Wray said the FBI will ""hold employees accountable for any potential misconduct"" in respon… https://t.co/GKS0braNhZ",CNN
322,-0.25,2018-06-14 21:52:05,0.889,0.111,0.0,This is not the first time Trump unwittingly starred in foreign propaganda https://t.co/0pwZRqJGfC | Analysis by Z.… https://t.co/hhRf6nwQvO,CNN
323,-0.2023,2018-06-14 21:53:27,0.739,0.148,0.113,"FBI Director Christopher Wray on leaking: ""We're going to make painfully clear to everybody that we won't tolerate… https://t.co/z93I2VzNz0",FoxNews
324,-0.2023,2018-06-14 21:56:18,0.913,0.087,0.0,"FBI Director Christopher Wray on IG report: ""There's some sobering lessons in there and we're gonna learn those les… https://t.co/NOPhw9JiHC",FoxNews
325,-0.1027,2018-06-14 21:59:06,0.583,0.225,0.192,Prominent Iranian human rights lawyer detained again https://t.co/1uN4dAJnnq https://t.co/uhw9x4c4mo,CNN
326,0.0,2018-06-14 22:00:00,1.0,0.0,0.0,TUNE IN: Reps. Trey Gowdy and Bob Goodlatte speak to @BretBaier. Watch @SpecialReport now on Fox News Channel!… https://t.co/E1GgQSR7Ty,FoxNews
327,-0.4767,2018-06-14 22:02:03,0.886,0.114,0.0,RT @NYTimesAtWar: Helmets that were the wrong size and vehicles that partner nations do not have the parts to maintain are just some of the…,nytimes
328,-0.4767,2018-06-14 22:02:03,0.886,0.114,0.0,RT @NYTimesAtWar: Helmets that were the wrong size and vehicles that partner nations do not have the parts to maintain are just some of the…,nytimes
329,0.0,2018-06-14 22:09:19,1.0,0.0,0.0,"Rep. @TGowdySC on the DOJ IG report: ""Just what a dark day it is for the FBI and the DOJ."" #SpecialReport… https://t.co/YDu3RsimPE",FoxNews
330,0.0,2018-06-14 22:10:41,1.0,0.0,0.0,Garry Hartman runs one of the few chassis manufacturers left in the US. But stiff competition from China is making… https://t.co/qWROorXAHY,CNN
331,0.4019,2018-06-14 22:11:16,0.856,0.0,0.144,".@RepGoodlatte: ""This report shows that there was special treatment given to @HillaryClinton in the investigation o… https://t.co/xNJhmBRRsD",FoxNews
332,0.0,2018-06-14 22:15:35,1.0,0.0,0.0,House Majority Whip @SteveScalise has left the Capitol for tonight's Congressional Baseball Game. Scalise was wound… https://t.co/ER66jhnfAm,FoxNews
333,-0.4215,2018-06-14 22:16:02,0.843,0.157,0.0,Mixed martial arts star Conor McGregor expresses regret over bus brawl after brief court appearance… https://t.co/998SG8agNn,CNN
334,0.0,2018-06-14 22:17:04,1.0,0.0,0.0,She received an anonymous letter asking her to use a dryer or hang her laundry indoors. It backfired spectacularly. https://t.co/juc3x9V6nY,nytimes
335,0.0,2018-06-14 22:17:04,1.0,0.0,0.0,She received an anonymous letter asking her to use a dryer or hang her laundry indoors. It backfired spectacularly. https://t.co/juc3x9V6nY,nytimes
336,-0.5267,2018-06-14 22:21:04,0.779,0.221,0.0,UN calls for international inquiry into human rights violations in Kashmir https://t.co/jv3agMGbHP https://t.co/gYg23Bm2mc,CNN
337,-0.0191,2018-06-14 22:21:10,0.946,0.054,0.0,"Rep. @TGowdySC: ""It doesn't matter what Mueller comes up with, some people are going to believe because [FBI Specia… https://t.co/50dowrwRpR",FoxNews
338,0.0,2018-06-14 22:22:18,1.0,0.0,0.0,"Seven highlights from bombshell IG report.
https://t.co/PasbyXR84v",FoxNews
339,-0.5574,2018-06-14 22:24:32,0.816,0.184,0.0,"Rob Rogers, an award-winning editorial cartoonist for the Pittsburgh Post-Gazette, has announced that he was fired… https://t.co/vnW1rIayz9",CNN
340,0.5106,2018-06-14 22:26:00,0.837,0.0,0.163,It's #FlagDay. Here are some fun facts about the American flag you may not have known. https://t.co/zqJv4O2BmL https://t.co/iUgsmPL4J2,CNN
341,-0.3818,2018-06-14 22:28:05,0.809,0.191,0.0,Troops to teachers brings service from the battlefield to the classroom. https://t.co/8G6hSPb9VN,FoxNews
342,-0.6126,2018-06-14 22:29:27,0.792,0.208,0.0,"Rep. @TGowdySC: ""All of us have lost when we have a department and a bureau that we can not have confidence in.""… https://t.co/p3WpsZ5zZb",FoxNews
343,0.6369,2018-06-14 22:31:10,0.575,0.119,0.305,"RNC chair's tweet spells doom for the party I love, writes S.E. Cupp for @CNNOpinion https://t.co/6UsntujTRs https://t.co/iTPS7petTK",CNN
344,0.0,2018-06-14 22:32:01,1.0,0.0,0.0,"U.S. Open 2018 live: leaderboard and first round updates
https://t.co/wnjdfwhyFx",nytimes
345,0.0,2018-06-14 22:32:01,1.0,0.0,0.0,"U.S. Open 2018 live: leaderboard and first round updates
https://t.co/wnjdfwhyFx",nytimes
346,-0.6249,2018-06-14 22:36:00,0.638,0.362,0.0,Arkansas highway drenched in Fireball whiskey after fiery semi-truck crash. https://t.co/TNs1mVGEAp,FoxNews
347,0.0,2018-06-14 22:36:07,1.0,0.0,0.0,Three Californias? Billionaires' fantasy world is on the ballot | By Jeff Yang via @CNNOpinion… https://t.co/CiymVADM4D,CNN
348,0.5574,2018-06-14 22:41:00,0.816,0.0,0.184,North Korea's state media depict Kim as hero and star of the Singapore summit with @POTUS. https://t.co/VqCJLjY7Nu,FoxNews
349,0.0,2018-06-14 22:41:03,1.0,0.0,0.0,"""Stranger Things"" star Millie Bobby Brown leaves Twitter amid cyberbulling https://t.co/JB5h4Vk0iL https://t.co/3kFSSSevtJ",CNN
350,-0.6705,2018-06-14 22:46:03,0.809,0.191,0.0,"The brother of the gunman who killed 17 students and adults at a Parkland, Florida, school has announced the launch… https://t.co/ihTzoNzWMW",CNN
351,-0.0772,2018-06-14 22:47:00,0.657,0.182,0.161,"FBI Director Wray admits mistakes made, stands by his investigators. https://t.co/zGyaD81qZQ",FoxNews
352,0.0,2018-06-14 22:47:03,1.0,0.0,0.0,"RT @ksacknyt: I spent a few weeks investigating the business record of the GOP frontrunner for governor in Georgia, Lt. Gov. Casey Cagle. I…",nytimes
353,0.0,2018-06-14 22:47:03,1.0,0.0,0.0,"RT @ksacknyt: I spent a few weeks investigating the business record of the GOP frontrunner for governor in Georgia, Lt. Gov. Casey Cagle. I…",nytimes
354,0.0,2018-06-14 22:47:43,1.0,0.0,0.0,RT @CNNSitRoom: Attorney General Jeff Sessions cites the Bible in defending the Trump administration's immigration policies resulting in fa…,CNN
355,0.0516,2018-06-14 22:48:50,0.921,0.0,0.079,Nigerian President Muhammadu Buhari offers national apology for presidential election annulled 25 years ago… https://t.co/mKIOneKyU9,CNN
356,-0.1027,2018-06-14 22:49:01,0.935,0.065,0.0,".@CharlesHurt on the DOJ IG report: ""The whole report also shows rampant political bias all up and down the system.… https://t.co/90LJ0KV0zt",FoxNews
357,-0.2023,2018-06-14 22:51:04,0.847,0.153,0.0,Roseanne Barr insists her controversial tweet was about anti-Semitism https://t.co/OxBDqd8dEs https://t.co/W1GHF9hWLm,CNN
358,0.0,2018-06-14 22:52:52,1.0,0.0,0.0,RT @CNNSitRoom: Mark @PrestonCNN reads from the GOP platform: “Children raised in a two-parent household tend to be physically and emotiona…,CNN
359,0.0,2018-06-14 22:56:44,1.0,0.0,0.0,.@HillaryClinton gives a 3-word reaction to the DOJ IG findings. https://t.co/sPQoJRrWQp,FoxNews
360,0.4902,2018-06-14 22:59:08,0.842,0.0,0.158,".@ChuckLane1: ""If Jim @Comey had followed policy and practice, he be would so much better off today.""… https://t.co/7YSkvEnSHE",FoxNews
361,0.7125,2018-06-14 23:01:52,0.702,0.0,0.298,PLAY BALL: Republicans and Democrats face off in the #CongressionalBaseballGame for charity.  (Courtesy: MLB Networ… https://t.co/MGQtnLq6dv,FoxNews
362,-0.7964,2018-06-14 23:02:07,0.738,0.262,0.0,"AG Jeff Sessions on immigration policy: Illegal entry into the US is a crime; ""I would cite you to the apostle Paul… https://t.co/FPgJdWiVnq",CNN
363,0.0,2018-06-14 23:02:07,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uIEwWKsrso,nytimes
364,0.0,2018-06-14 23:02:07,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uIEwWKsrso,nytimes
365,0.0,2018-06-14 23:06:07,1.0,0.0,0.0,"Attorney General Jeff Sessions cited the Bible in defending the Trump administration's immigration policies, especi… https://t.co/Vw9uf7Ggsc",CNN
366,0.0,2018-06-14 23:06:41,1.0,0.0,0.0,House Majority Whip @SteveScalise takes the field at the #CongressionalBaseballGame one year after he was shot whil… https://t.co/cit5xHbt66,FoxNews
367,0.4019,2018-06-14 23:11:05,0.876,0.0,0.124,GOP Senate nominees Kevin Cramer and Corey Stewart sought and received the support of an anti-LGBT group that links… https://t.co/pO0w1s7BW8,CNN
368,0.2732,2018-06-14 23:16:08,0.753,0.1,0.146,A policy adviser for two pro-Trump groups who came under fire last month when a video surfaced of him praising Nazi… https://t.co/9YkbQ7ZaUs,CNN
369,0.4588,2018-06-14 23:17:06,0.852,0.0,0.148,"RT @nytopinion: If you want to help sway the Trump administration to do the right thing for families coming across the border, here are som…",nytimes
370,0.4588,2018-06-14 23:17:06,0.852,0.0,0.148,"RT @nytopinion: If you want to help sway the Trump administration to do the right thing for families coming across the border, here are som…",nytimes
371,0.0,2018-06-14 23:18:29,1.0,0.0,0.0,"RT @OutFrontCNN: CNN's Erin Burnett: ""Democrats conclude Comey helped Trump. Trump concludes Comey helped Clinton. Both sides found somethi…",CNN
372,0.1779,2018-06-14 23:21:04,0.925,0.0,0.075,Afghanistan's cricket team makes history as it steps out on the pitch to face India in its first competitive Test m… https://t.co/ujpRd6khar,CNN
373,-0.5859,2018-06-14 23:25:00,0.766,0.234,0.0,".@RepSwalwell on IG report: ""This report found that there were no crimes by Clinton, no bias at the FBI and somethi… https://t.co/iS1ElAOZWa",FoxNews
374,0.0,2018-06-14 23:26:07,1.0,0.0,0.0,"Last week, a jogger was caught on video in Oakland throwing away a homeless man's possessions. In the days since th… https://t.co/2kE3xXQ9gb",CNN
375,0.0,2018-06-14 23:27:10,1.0,0.0,0.0,".@RepSwalwell on IG report: ""[@realDonaldTrump] just weeks before the election wanted to throw a parade for James… https://t.co/etMPUb3tyX",FoxNews
376,0.0,2018-06-14 23:29:49,1.0,0.0,0.0,"Danny Coulson on Clinton email probe: ""[The investigation] was conducted by people at a much too high level. They s… https://t.co/Ff8y3GXQHa",FoxNews
377,-0.2025,2018-06-14 23:31:07,0.758,0.141,0.101,"Brie Larson says she doesn't ""hate white dudes,"" but wants more diversity among film critics https://t.co/CoGyjhawSL https://t.co/Iqy5Q4lcuY",CNN
378,0.0,2018-06-14 23:32:00,1.0,0.0,0.0,Here's the 2018 election calendar https://t.co/3sjhX76teP,nytimes
379,0.0,2018-06-14 23:32:00,1.0,0.0,0.0,Here's the 2018 election calendar https://t.co/3sjhX76teP,nytimes
380,0.0,2018-06-14 23:35:58,1.0,0.0,0.0,".@marcthiessen on IG report: ""We now have confirmation that @HillaryClinton's recklessness in handling classified i… https://t.co/9m0Ve1CKdf",FoxNews
381,0.0,2018-06-14 23:36:03,1.0,0.0,0.0,Trump's zero-tolerance policy is un-American | By Alice Driver via @CNNOpinion https://t.co/0wdU5m7FgD,CNN
382,-0.3862,2018-06-14 23:37:15,0.617,0.236,0.147,"RT @OutFrontCNN: Sen. Richard Blumenthal: ""There is no reason, absolutely no excuse, for using this report to cast doubt on the special cou…",CNN
383,0.0,2018-06-14 23:37:34,1.0,0.0,0.0,.@SteveScalise 'back in the game' at Congressional Baseball event one year after being shot https://t.co/KCaQUXkdtN,FoxNews
384,0.0,2018-06-14 23:41:05,1.0,0.0,0.0,"A migrant ship's fate symbolizes a divided Europe, Andrea Mammone writes for @CNNOpinion https://t.co/CASBXR18fI https://t.co/t6m4S4uTpc",CNN
385,0.5267,2018-06-14 23:41:28,0.848,0.0,0.152,RT @OutFrontCNN: The Justice Department's internal watchdog found that former FBI Director James Comey's actions in the Hillary Clinton ema…,CNN
386,0.34,2018-06-14 23:46:05,0.888,0.0,0.112,The US Department of Homeland Security said that it has identified malicious cyber activity by the North Korean gov… https://t.co/NMnGJ1U6Or,CNN
387,-0.6486,2018-06-14 23:47:04,0.762,0.238,0.0,"An Oakland jogger, who was filmed throwing away a homeless man's belongings, was charged with a felony count of sec… https://t.co/WJjGVNmZRs",nytimes
388,-0.6486,2018-06-14 23:47:04,0.762,0.238,0.0,"An Oakland jogger, who was filmed throwing away a homeless man's belongings, was charged with a felony count of sec… https://t.co/WJjGVNmZRs",nytimes
389,0.2023,2018-06-14 23:47:20,0.893,0.0,0.107,"Moments ago, Republicans and Democrats playing in the #CongressionalBaseballGame stood as the national anthem playe… https://t.co/90XKdX8SAe",FoxNews
390,-0.2263,2018-06-14 23:48:13,0.894,0.106,0.0,".@CLewandowski_ on NY AG's lawsuit against Trump Foundation: ""This is politics at its very worst."" #TheStory… https://t.co/9LyHnX3Vex",FoxNews
391,-0.6597,2018-06-14 23:51:03,0.732,0.268,0.0,China is killing his business. Tariffs could make or break it. https://t.co/N3YgSNo9bo https://t.co/SrRkQcjzTS,CNN
392,-0.1027,2018-06-14 23:53:57,0.938,0.062,0.0,"Jonathan Turley on IG report: ""The inspector general did not say that there was an absence of evidence of bias, he… https://t.co/9ifr4JrlZV",FoxNews
393,0.4995,2018-06-14 23:56:03,0.84,0.0,0.16,The Trump administration has selected federal land in TX as a place to temporarily house unaccompanied immigrant ch… https://t.co/HPiC1ts7wf,CNN
394,-0.0258,2018-06-14 23:58:04,0.734,0.135,0.131,"Jonathan Turley on IG report: ""@Comey is now on the record once again for violating core Department of Justice rule… https://t.co/tV7ph6jKTO",FoxNews
395,0.0572,2018-06-15 00:01:06,0.88,0.0,0.12,"""Tag"" movie has moments but doesn't leave a mark https://t.co/BLXpAnibzF https://t.co/FjZi8oU4K2",CNN
396,0.0572,2018-06-15 00:01:06,0.88,0.0,0.12,"""Tag"" movie has moments but doesn't leave a mark https://t.co/BLXpAnibzF https://t.co/FjZi8oU4K2",CNN
397,0.3818,2018-06-15 00:02:02,0.741,0.093,0.167,"The Supreme Court struck down a Minnesota law that prohibits voters from wearing T-shirts, hats and buttons express… https://t.co/qXj2vyAakn",nytimes
398,0.3818,2018-06-15 00:02:02,0.741,0.093,0.167,"The Supreme Court struck down a Minnesota law that prohibits voters from wearing T-shirts, hats and buttons express… https://t.co/qXj2vyAakn",nytimes
399,0.0772,2018-06-15 00:06:03,0.929,0.0,0.071,"Mercedes Schlapp, the White House's director of strategic communications, posted a number of tweets in 2015 that we… https://t.co/gayhXLi3sm",CNN
400,0.0772,2018-06-15 00:06:03,0.929,0.0,0.071,"Mercedes Schlapp, the White House's director of strategic communications, posted a number of tweets in 2015 that we… https://t.co/gayhXLi3sm",CNN
401,0.3182,2018-06-15 00:06:24,0.887,0.0,0.113,"""This isn't King Donald Trump, it's President Donald Trump. He's responsible to us and it's a valid question: Where… https://t.co/kX2cyK2a1D",CNN
402,0.3182,2018-06-15 00:06:24,0.887,0.0,0.113,"""This isn't King Donald Trump, it's President Donald Trump. He's responsible to us and it's a valid question: Where… https://t.co/kX2cyK2a1D",CNN
403,0.0,2018-06-15 00:06:26,1.0,0.0,0.0,".@SpeakerRyan on #CongressionalBaseballGame: ""Our prayers are answered. Look at [@SteveScalise]. A year later, to t… https://t.co/9P4ZX05waT",FoxNews
404,-0.4588,2018-06-15 00:08:12,0.842,0.158,0.0,"RT @OutFrontCNN: One year after grievous gunshot wound, Steve Scalise returns to congressional baseball game https://t.co/tTNdwQuwTH https:…",CNN
405,-0.4588,2018-06-15 00:08:12,0.842,0.158,0.0,"RT @OutFrontCNN: One year after grievous gunshot wound, Steve Scalise returns to congressional baseball game https://t.co/tTNdwQuwTH https:…",CNN
406,0.0,2018-06-15 00:09:48,1.0,0.0,0.0,".@TuckerCarlson: ""The FBI is out of control."" #Tucker https://t.co/jzIMFufscP https://t.co/3z7f1y9YKm",FoxNews
407,0.0,2018-06-15 00:11:04,1.0,0.0,0.0,A full-time worker earning the federal minimum wage of $7.25 an hour won't be able to afford a 2-bedroom rental any… https://t.co/E28Zz4Jge6,CNN
408,0.0,2018-06-15 00:11:04,1.0,0.0,0.0,A full-time worker earning the federal minimum wage of $7.25 an hour won't be able to afford a 2-bedroom rental any… https://t.co/E28Zz4Jge6,CNN
409,0.0,2018-06-15 00:14:16,1.0,0.0,0.0,"Former FBI Assistant Director Ron Hosko on the DOJ IG report: ""It's deeply concerning."" https://t.co/jzIMFufscP https://t.co/aYrJ3udfbf",FoxNews
410,-0.1027,2018-06-15 00:17:04,0.931,0.069,0.0,"RT @jwpetersNYT: GOP lawmakers in several states, with an assist from a well-funded, well-organized campaign, are coming down hard on campu…",nytimes
411,-0.1027,2018-06-15 00:17:04,0.931,0.069,0.0,"RT @jwpetersNYT: GOP lawmakers in several states, with an assist from a well-funded, well-organized campaign, are coming down hard on campu…",nytimes
412,0.5267,2018-06-15 00:20:37,0.833,0.0,0.167,"'We Will Have a Red Tide': VA GOP Sen Candidate Corey Stewart Rips Tim Kaine, Praises Trump 'Successes' https://t.co/esll8oOohT",FoxNews
413,0.5267,2018-06-15 00:20:37,0.833,0.0,0.167,"'We Will Have a Red Tide': VA GOP Sen Candidate Corey Stewart Rips Tim Kaine, Praises Trump 'Successes' https://t.co/esll8oOohT",FoxNews
414,0.5574,2018-06-15 00:21:07,0.787,0.0,0.213,"Elliot Schrage, a longtime Facebook exec who played a key role in helping the company organize its response to the… https://t.co/4hz6gOJ7su",CNN
415,0.5574,2018-06-15 00:21:07,0.787,0.0,0.213,"Elliot Schrage, a longtime Facebook exec who played a key role in helping the company organize its response to the… https://t.co/4hz6gOJ7su",CNN
416,0.0,2018-06-15 00:25:02,1.0,0.0,0.0,".@RepRatcliffe: ""I think the conclusions of a lot of folks looking at this report today was that Jim @Comey was a r… https://t.co/jikZ0JhVxV",FoxNews
417,0.0,2018-06-15 00:25:02,1.0,0.0,0.0,".@RepRatcliffe: ""I think the conclusions of a lot of folks looking at this report today was that Jim @Comey was a r… https://t.co/jikZ0JhVxV",FoxNews
418,-0.5859,2018-06-15 00:29:57,0.769,0.231,0.0,.@David_Bossie on the IG report: Some FBI employees desperately wanted to stop Trump from being elected. (via… https://t.co/0l7SBpkmt2,FoxNews
419,-0.5859,2018-06-15 00:29:57,0.769,0.231,0.0,.@David_Bossie on the IG report: Some FBI employees desperately wanted to stop Trump from being elected. (via… https://t.co/0l7SBpkmt2,FoxNews
420,0.5267,2018-06-15 00:31:06,0.793,0.0,0.207,6 takeaways from the Justice Department watchdog report on the Clinton email investigation https://t.co/2f88ThnL4L https://t.co/FfIFUi63OL,CNN
421,0.5267,2018-06-15 00:31:06,0.793,0.0,0.207,6 takeaways from the Justice Department watchdog report on the Clinton email investigation https://t.co/2f88ThnL4L https://t.co/FfIFUi63OL,CNN
422,0.5566,2018-06-15 00:32:06,0.759,0.066,0.175,"In Opinion, James Comey writes: 

""I do not agree with all of the inspector general’s conclusions, but I respect th… https://t.co/NDsmND6uhi",nytimes
423,0.5566,2018-06-15 00:32:06,0.759,0.066,0.175,"In Opinion, James Comey writes: 

""I do not agree with all of the inspector general’s conclusions, but I respect th… https://t.co/NDsmND6uhi",nytimes
424,0.0,2018-06-15 00:35:00,1.0,0.0,0.0,"FBI's anti-Trump lovebirds, Page and Strzok, used work phones to shield affair from spouses, according to the… https://t.co/K3fpp1vJSh",FoxNews
425,0.0,2018-06-15 00:35:00,1.0,0.0,0.0,"FBI's anti-Trump lovebirds, Page and Strzok, used work phones to shield affair from spouses, according to the… https://t.co/K3fpp1vJSh",FoxNews
426,-0.1893,2018-06-15 00:35:07,0.92,0.08,0.0,"“There was really no reason given, but I think that the events of the last week have been telling.” Veteran cartoon… https://t.co/PeraYsx3h8",CNN
427,-0.1893,2018-06-15 00:35:07,0.92,0.08,0.0,"“There was really no reason given, but I think that the events of the last week have been telling.” Veteran cartoon… https://t.co/PeraYsx3h8",CNN
428,0.0,2018-06-15 00:37:25,1.0,0.0,0.0,RT @CNNMoney: AT&amp;T announces it has completed the acquisition of Time Warner. The announcement comes two days after a judge ruled that the…,CNN
429,0.0,2018-06-15 00:37:25,1.0,0.0,0.0,RT @CNNMoney: AT&amp;T announces it has completed the acquisition of Time Warner. The announcement comes two days after a judge ruled that the…,CNN
430,0.3612,2018-06-15 00:45:09,0.884,0.0,0.116,Fannie Farmer was widely credited with inventing the modern recipe and was the first professional cook to insist th… https://t.co/qmYp7W1oFC,nytimes
431,0.3612,2018-06-15 00:45:09,0.884,0.0,0.116,Fannie Farmer was widely credited with inventing the modern recipe and was the first professional cook to insist th… https://t.co/qmYp7W1oFC,nytimes
432,0.0,2018-06-15 00:48:10,1.0,0.0,0.0,"In a new op-ed, @AlanDersh wrote, ""For me, the major takeaway...is that it conclusively demonstrates why we do not… https://t.co/MRskKCKauT",FoxNews
433,0.0,2018-06-15 00:48:10,1.0,0.0,0.0,"In a new op-ed, @AlanDersh wrote, ""For me, the major takeaway...is that it conclusively demonstrates why we do not… https://t.co/MRskKCKauT",FoxNews
434,-0.34,2018-06-15 00:49:32,0.902,0.098,0.0,".@DonaldJTrumpJr on the DOJ IG report: ""As damning as it was, it probably doesn't go far enough as it relates to wh… https://t.co/1dM0BrnczO",FoxNews
435,-0.34,2018-06-15 00:49:32,0.902,0.098,0.0,".@DonaldJTrumpJr on the DOJ IG report: ""As damning as it was, it probably doesn't go far enough as it relates to wh… https://t.co/1dM0BrnczO",FoxNews
436,0.0,2018-06-15 00:49:47,1.0,0.0,0.0,What James Comey did and what the IG's 500-page report said about it https://t.co/2TajVJd0oL https://t.co/HPGM9RPNei,CNN
437,0.0,2018-06-15 00:49:47,1.0,0.0,0.0,What James Comey did and what the IG's 500-page report said about it https://t.co/2TajVJd0oL https://t.co/HPGM9RPNei,CNN
438,0.0,2018-06-15 00:51:28,1.0,0.0,0.0,".@DonaldJTrumpJr on the DOJ IG report: ""When I see what's going on, I think I see what every one else in America is… https://t.co/NKYltZVndY",FoxNews
439,0.0,2018-06-15 00:51:28,1.0,0.0,0.0,".@DonaldJTrumpJr on the DOJ IG report: ""When I see what's going on, I think I see what every one else in America is… https://t.co/NKYltZVndY",FoxNews
440,-0.2263,2018-06-15 00:58:48,0.872,0.128,0.0,"""It's nonsense."" —@DonaldJTrumpJr on the NY Attorney General's lawsuit against the Trump Foundation… https://t.co/fUwJwrvO0J",FoxNews
441,-0.2263,2018-06-15 00:58:48,0.872,0.128,0.0,"""It's nonsense."" —@DonaldJTrumpJr on the NY Attorney General's lawsuit against the Trump Foundation… https://t.co/fUwJwrvO0J",FoxNews
442,0.5859,2018-06-15 01:01:21,0.759,0.0,0.241,".@DonaldJTrumpJr on @POTUS: ""They're watching him win despite all of the noise."" https://t.co/7EjQ8BhX0F",FoxNews
443,0.5859,2018-06-15 01:01:21,0.759,0.0,0.241,".@DonaldJTrumpJr on @POTUS: ""They're watching him win despite all of the noise."" https://t.co/7EjQ8BhX0F",FoxNews
444,0.0,2018-06-15 01:02:02,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/wi3e5hCnPp,nytimes
445,0.0,2018-06-15 01:02:02,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/wi3e5hCnPp,nytimes
446,0.0,2018-06-15 01:07:07,1.0,0.0,0.0,Dem Attorney: There's an 'Exaggeration' of Strzok's Impact on Trump https://t.co/wyxVeFIzmd,FoxNews
447,0.0,2018-06-15 01:07:07,1.0,0.0,0.0,Dem Attorney: There's an 'Exaggeration' of Strzok's Impact on Trump https://t.co/wyxVeFIzmd,FoxNews
448,0.0,2018-06-15 01:07:44,1.0,0.0,0.0,"RT @JesseDrucker: Marcus Owens, who ran IRS nonprofit division during Bush I and Clinton admins, cited several cases where people were crim…",nytimes
449,0.0,2018-06-15 01:07:44,1.0,0.0,0.0,"RT @JesseDrucker: Marcus Owens, who ran IRS nonprofit division during Bush I and Clinton admins, cited several cases where people were crim…",nytimes
450,0.5719,2018-06-15 01:15:05,0.783,0.0,0.217,"President Donald Trump has approved tariffs on $50 billion worth of Chinese goods, according to a source with knowl… https://t.co/fPMFqRhB3x",CNN
451,0.5719,2018-06-15 01:15:05,0.783,0.0,0.217,"President Donald Trump has approved tariffs on $50 billion worth of Chinese goods, according to a source with knowl… https://t.co/fPMFqRhB3x",CNN
452,0.0,2018-06-15 01:15:15,1.0,0.0,0.0,".@seanhannity: ""With @HillaryClinton, everyone was given immunity. With @realDonaldTrump, it's search warrants, sub… https://t.co/Li3GsNP0Gu",FoxNews
453,0.0,2018-06-15 01:15:15,1.0,0.0,0.0,".@seanhannity: ""With @HillaryClinton, everyone was given immunity. With @realDonaldTrump, it's search warrants, sub… https://t.co/Li3GsNP0Gu",FoxNews
